DrugName,CID,ConnectivitySMILES,MolecularWeight,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount
Clofibrate,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,242.70,3.3,35.5,0,3,5
Norepinephrine,439260,C1=CC(=C(C=C1C(CN)O)O)O,169.18,-1.2,86.7,4,4,2
Phenindione,4760,C1=CC=C(C=C1)C2C(=O)C3=CC=CC=C3C2=O,222.24,2.9,34.1,0,2,1
Phenprobamate,4770,C1=CC=C(C=C1)CCCOC(=O)N,179.22,2,52.3,1,2,5
Monomethyl fumarate,5369209,COC(=O)C=CC(=O)O,130.10,0.4,63.6,1,4,3
Brigatinib,68165256,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,584.1,4.6,85.9,2,9,8
Manidipine,4008,CC1=C(C(C(=C(N1)C)C(=O)OCCN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC,610.7,5.6,117.0,1,9,11
Ticagrelor,9871419,CCCSC1=NC(=C2C(=N1)N(N=N2)C3CC(C(C3O)O)OCCO)NC4CC4C5=CC(=C(C=C5)F)F,522.6,2,164.0,4,12,10
Gallamine,67425,CCN(CC)CCOC1=C(C(=CC=C1)OCCN(CC)CC)OCCN(CC)CC,423.6,4.1,37.4,0,6,18
Pivmecillinam,115163,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)OCOC(=O)C(C)(C)C)C,439.6,3.1,114.0,0,7,8
Lornoxicam,54690031,CN1C(=C(C2=C(S1(=O)=O)C=C(S2)Cl)O)C(=O)NC3=CC=CC=N3,371.8,2.1,136.0,2,7,2
Remoxipride,54477,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2OC)Br)OC,371.27,2.1,50.8,1,4,6
Fospropofol,3038498,CC(C)C1=C(C(=CC=C1)C(C)C)OCOP(=O)(O)O,288.28,2.5,76.0,2,5,6
9-Deazaguanine,135461003,C1=CNC2=C1N=C(NC2=O)N,150.14,-0.8,83.3,3,2,0
Fosamprenavir,131536,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)OP(=O)(O)O)S(=O)(=O)C3=CC=C(C=C3)N,585.6,1.8,186.0,4,11,14
Clidinium,2784,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,352.4,3.3,46.5,1,3,5
Cefoperazone,44187,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,645.7,-0.7,271.0,4,13,9
Fenquizone,68548,C1=CC=C(C=C1)C2NC3=CC(=C(C=C3C(=O)N2)S(=O)(=O)N)Cl,337.8,1.8,110.0,3,5,2
Fendiline,3336,CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,315.5,5.5,12.0,1,1,7
Ganaxolone,6918305,CC(=O)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)(C)O)C)C,332.5,5,37.3,1,2,1
Bifemelane,2377,CNCCCCOC1=CC=CC=C1CC2=CC=CC=C2,269.4,4.1,21.3,1,2,8
Nifedipine,4485,CC1=C(C(C(=C(N1)C)C(=O)OC)C2=CC=CC=C2[N+](=O)[O-])C(=O)OC,346.3,2.2,110.0,1,7,5
Adrafinil,3033226,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,289.4,1.6,85.6,2,4,5
Triprolidine,5282443,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC=N3,278.4,3.9,16.1,0,2,4
Aluminium acetotartrate,76968033,CC(=O)[O-].C(C(C(=O)[O-])O)(C(=O)[O-])O.[Al+3],234.10,,161.0,2,8,1
Sunitinib,5329102,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,398.5,2.6,77.2,3,4,7
Testolactone,13769,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C,300.4,3,43.4,0,3,0
(S)-econazole,12773795,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl,381.7,5.3,27.1,0,2,6
Cefamandole nafate,23665731,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)OC=O)SC2)C(=O)[O-].[Na+],512.5,,210.0,1,11,9
Fosphenytoin,56339,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3,362.27,0.6,116.0,3,6,5
Nicorandil,47528,C1=CC(=CN=C1)C(=O)NCCO[N+](=O)[O-],211.17,0.8,97.0,1,5,4
Lorpiprazole,3045380,C1CC2CN3C(=NN=C3C2C1)CCN4CCN(CC4)C5=CC=CC(=C5)C(F)(F)F,405.5,3.3,37.2,0,7,4
Etiracetam,59708,CCC(C(=O)N)N1CCCC1=O,170.21,-0.3,63.4,1,2,3
Rhein,10168,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=C(C=C3O)C(=O)O,284.22,2.2,112.0,3,6,1
Bupranolol,2475,CC1=CC(=C(C=C1)Cl)OCC(CNC(C)(C)C)O,271.78,2.8,41.5,2,3,6
Aluminium phosphate,64655,[O-]P(=O)([O-])[O-].[Al+3],121.953,,86.3,0,4,0
Promethazine,4927,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C,284.4,4.8,31.8,0,3,3
Clonidine,2803,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,230.09,1.6,36.4,2,1,2
Curcumin,969516,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,368.4,3.2,93.1,2,6,8
Tiletamine,26533,CCNC1(CCCCC1=O)C2=CC=CS2,223.34,2,57.3,1,3,3
Fruquintinib,44480399,CC1=C(C2=C(O1)C=C(C=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(=O)NC,393.4,3.4,95.7,1,7,5
Rapacuronium,5311399,CCC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)OC(=O)C)N5CCCCC5)C)C)[N+]6(CCCCC6)CC=C,597.9,7.6,55.8,0,5,9
Olaparib,23725625,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F,434.5,1.9,82.1,1,5,4
Tegoprazan,23582846,CC1=NC2=C(N1)C=C(C=C2OC3CCOC4=C3C(=CC(=C4)F)F)C(=O)N(C)C,387.4,3.2,67.5,1,6,3
Pramlintide,70691388,CCC(C)C(C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)N2CCCC2C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)N)NC(=O)C4CCCN4C(=O)CNC(=O)C(CC5=CC=CC=C5)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CC6=CNC=N6)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CC(=O)N)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C)NC(=O)C8CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N8)C(C)O)C)C(C)O)CC(=O)N)NC(=O)C(CCCCN)N,3949,-15.7,1740.0,56,59,110
Iprazochrome,65594,CC(C)N1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O,264.28,0.8,112.0,3,5,2
Tazemetostat,66558664,CCN(C1CCOCC1)C2=CC(=CC(=C2C)C(=O)NCC3=C(C=C(NC3=O)C)C)C4=CC=C(C=C4)CN5CCOCC5,572.7,4.2,83.1,2,6,9
Atazanavir,148192,CC(C)(C)C(C(=O)NC(CC1=CC=CC=C1)C(CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)C(C(C)(C)C)NC(=O)OC)O)NC(=O)OC,704.9,5.6,171.0,5,9,18
4-Methoxyamphetamine,31721,CC(CC1=CC=C(C=C1)OC)N,165.23,1.8,35.3,1,2,3
Oxymetazoline,4636,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,260.37,2.9,44.6,2,2,3
Omadacycline,54697325,CC(C)(C)CNCC1=CC(=C2CC3CC4C(C(=O)C(=C(C4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C,556.6,3,177.0,6,10,7
Artemisinin,68827,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,282.33,2.8,54.0,0,5,0
"(1S,3S,5S)-2-{(2S)-2-amino-2-[(1R,3S,5R,7S)-3-hydroxytricyclo[3.3.1.1~3,7~]dec-1-yl]acetyl}-2-azabicyclo[3.1.0]hexane-3-carbonitrile",11235729,C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,315.4,0.7,90.4,2,4,2
Metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-],171.15,0,83.9,1,4,2
Tenamfetamine,1614,CC(CC1=CC2=C(C=C1)OCO2)N,179.22,1.6,44.5,1,3,2
Ammonium bicarbonate,14013,C(=O)(O)[O-].[NH4+],79.056,,61.4,2,3,0
Paliperidone,115237,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,426.5,2.2,82.2,1,7,4
Rosuvastatin,446157,CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,481.5,1.6,149.0,3,10,10
Fexinidazole,68792,CN1C(=CN=C1COC2=CC=C(C=C2)SC)[N+](=O)[O-],279.32,2.5,98.2,0,5,4
Thiazinam,6016,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)[N+](C)(C)C,299.5,4.8,28.5,0,2,3
Niflumic acid,4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,282.22,3.7,62.2,2,7,3
Daptomycin,21585658,CCCCCCCCCC(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC3C(OC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,1620.7,-5.1,702.0,22,28,35
Moperone,4249,CC1=CC=C(C=C1)C2(CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)O,355.4,3,40.5,1,4,6
Mycophenolic acid,446541,CC1=C2COC(=O)C2=C(C(=C1OC)CC=C(C)CCC(=O)O)O,320.3,3.2,93.1,2,6,6
Amphotericin B,5280965,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,924.1,0,320.0,12,18,3
Ipragliflozin,10453870,C1=CC=C2C(=C1)C=C(S2)CC3=C(C=CC(=C3)C4C(C(C(C(O4)CO)O)O)O)F,404.5,2.5,118.0,4,7,4
Methapyrilene,4098,CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2,261.39,2.6,47.6,0,4,6
Tranilast,5282230,COC1=C(C=C(C=C1)C=CC(=O)NC2=CC=CC=C2C(=O)O)OC,327.3,3.2,84.9,2,5,6
Uric acid,1175,C12=C(NC(=O)N1)NC(=O)NC2=O,168.11,-1.9,99.3,4,3,0
Midomafetamine,1615,CC(CC1=CC2=C(C=C1)OCO2)NC,193.24,2.2,30.5,1,3,3
Melengestrol acetate,250948,CC1=CC2C(CCC3(C2CC(=C)C3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C,396.5,3.1,60.4,0,4,3
Hexapropymate,9661,C#CCC1(CCCCC1)OC(=O)N,181.23,1.7,52.3,1,2,3
Rofecoxib,5090,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,314.4,2.3,68.8,0,4,3
Amodiaquine,2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,355.9,2.6,48.4,2,4,6
Lopinavir,92727,CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O,628.8,5.9,120.0,4,5,15
Talniflumate,48229,C1=CC=C2C(=C1)C(OC2=O)OC(=O)C3=C(N=CC=C3)NC4=CC=CC(=C4)C(F)(F)F,414.3,5.3,77.5,1,9,5
Diltiazem,39186,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC,414.5,3.1,84.4,0,6,7
Dicoumarol,54676038,C1=CC=C2C(=C1)C(=C(C(=O)O2)CC3=C(C4=CC=CC=C4OC3=O)O)O,336.3,2.6,93.1,2,6,2
Umeclidinium,11519070,C1C[N+]2(CCC1(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)CCOCC5=CC=CC=C5,428.6,4.7,29.5,1,2,8
Dexmecamylamine,12358972,CC1(C2CCC(C2)C1(C)NC)C,167.29,2.6,12.0,1,1,1
Conivaptan,151171,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,498.6,5.7,78.1,2,3,4
Candesartan,2541,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)O,440.5,4.1,119.0,2,7,7
Nafcillin,8982,CCOC1=C(C2=CC=CC=C2C=C1)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O,414.5,2.9,121.0,2,6,5
Morphine,5288826,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O,285.34,0.8,52.9,2,4,0
Seladelpar,11236126,CCOC(COC1=CC=C(C=C1)C(F)(F)F)CSC2=CC(=C(C=C2)OCC(=O)O)C,444.5,5.2,90.3,1,9,11
Dotarizine,55285,C1CN(CCN1CCCC2(OCCO2)C3=CC=CC=C3)C(C4=CC=CC=C4)C5=CC=CC=C5,442.6,4.9,24.9,0,4,8
Cefozopran,9571080,CON=C(C1=NSC(=N1)N)C(=O)NC2C3N(C2=O)C(=C(CS3)C[N+]4=C5C=CC=NN5C=C4)C(=O)[O-],515.5,0.7,238.0,2,12,6
Pheniprazine,5929,CC(CC1=CC=CC=C1)NN,150.22,1.3,38.1,2,2,3
Pilsicainide,4820,CC1=C(C(=CC=C1)C)NC(=O)CC23CCCN2CCC3,272.4,2.7,32.3,1,2,3
Prednisolone acetate,5834,CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)O,402.5,2.4,101.0,2,6,4
Lidocaine,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,234.34,2.3,32.3,1,2,5
Sulfadoxine,17134,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N,310.33,0.7,125.0,2,8,5
Vemurafenib,42611257,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=C2C=C(C=N3)C4=CC=C(C=C4)Cl)F,489.9,5,100.0,2,7,7
Melatonin,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,232.28,0.8,54.1,2,2,4
Telmisartan,65999,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,514.6,6.9,72.9,1,4,7
Procaine,4914,CCN(CC)CCOC(=O)C1=CC=C(C=C1)N,236.31,1.9,55.6,1,4,7
Quinethazone,6307,CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl,289.74,1.2,110.0,3,5,2
Bolasterone,102146,CC1CC2=CC(=O)CCC2(C3C1C4CCC(C4(CC3)C)(C)O)C,316.5,3.6,37.3,1,2,0
Ornidazole,28061,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],219.62,0.6,83.9,1,4,3
Orphenadrine,4601,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C,269.4,3.8,12.5,0,2,6
Alprazolam,2118,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,308.8,2.1,43.1,0,3,1
Incadronic acid,3699,C1CCCC(CC1)NC(P(=O)(O)O)P(=O)(O)O,287.19,-3.5,127.0,5,7,4
Tinidazole,5479,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,247.27,-0.4,106.0,0,5,4
Distigmine,3116,C[N+]1=CC=CC(=C1)OC(=O)N(C)CCCCCCN(C)C(=O)OC2=C[N+](=CC=C2)C,416.5,2.7,66.8,0,4,11
Imatinib,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5,493.6,3.5,86.3,2,7,7
Isoflurophate,5936,CC(C)OP(=O)(OC(C)C)F,184.15,1.2,35.5,0,4,4
Beclomethasone dipropionate,21700,CCC(=O)OCC(=O)C1(C(CC2C1(CC(C3(C2CCC4=CC(=O)C=CC43C)Cl)O)C)C)OC(=O)CC,521.0,3,107.0,1,7,8
Solithromycin,25242512,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)(C)F)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=N4)C5=CC(=CC=C5)N)C,845.0,4.3,198.0,2,15,11
Magnesium,5462224,[Mg],24.305,,0.0,0,0,0
Sulfinpyrazone,5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,404.5,2.3,76.9,0,4,6
Osanetant,219077,CC(=O)N(C)C1(CCN(CC1)CCCC2(CCCN(C2)C(=O)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC=CC=C5,606.6,7,43.9,0,3,8
Mebanazine,6179,CC(C1=CC=CC=C1)NN,136.19,0.9,38.1,2,2,2
Morniflumate,72106,C1COCCN1CCOC(=O)C2=C(N=CC=C2)NC3=CC=CC(=C3)C(F)(F)F,395.4,3.7,63.7,1,9,7
Thioridazine,5452,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)SC,370.6,5.9,57.1,0,4,4
Lenvatinib,9823820,COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl,426.9,2.8,116.0,3,5,6
Esomeprazole,9568614,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC,345.4,2.2,96.3,1,6,5
Propofol,4943,CC(C)C1=C(C(=CC=C1)C(C)C)O,178.27,3.8,20.2,1,1,2
Cefdinir,6915944,C=CC1=C(N2C(C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)SC1)C(=O)O,395.4,0,212.0,4,10,5
7-(2-Amino-2-Phenyl-Acetylamino)-3-Chloro-8-Oxo-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,12897341,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,349.77,-1.7,113.0,3,5,4
Sufentanil,41693,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC3=CC=CS3)COC,386.6,4,61.0,0,4,8
Buthiazide,16274,CC(C)CC1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,353.8,1.1,135.0,3,7,3
Ceftezole,65755,C1C(=C(N2C(S1)C(C2=O)NC(=O)CN3C=NN=N3)C(=O)O)CSC4=NN=CS4,440.5,-0.7,235.0,2,12,7
Mepenzolate,4057,C[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C,340.4,3.2,46.5,1,3,5
Nitrofurantoin,6604200,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],238.16,-0.5,121.0,1,6,2
D-Levofloxacin,452723,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,361.4,-0.4,73.3,1,8,2
Isoprenaline,3779,CC(C)NCC(C1=CC(=C(C=C1)O)O)O,211.26,-0.6,72.7,4,4,4
Nortriptyline,4543,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,263.4,4.5,12.0,1,1,3
Flibanserin,6918248,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F,390.4,3.3,38.8,1,6,4
Methylphosphinate,6369389,CP(=O)=O,78.007,-1.3,34.1,0,2,0
Elagolix,11250647,CC1=C(C(=O)N(C(=O)N1CC2=C(C=CC=C2F)C(F)(F)F)CC(C3=CC=CC=C3)NCCCC(=O)O)C4=C(C(=CC=C4)OC)F,631.6,2.6,99.2,2,11,12
Resmetirom,15981237,CC(C)C1=CC(=NNC1=O)OC2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C(=N3)C#N)Cl,435.2,2.7,136.0,2,7,4
Lumiracoxib,151166,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O,293.72,4.2,49.3,2,4,4
Fludiazepam,3369,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3F,302.73,2.8,32.7,0,3,1
Hesperetin,72281,COC1=C(C=C(C=C1)C2CC(=O)C3=C(C=C(C=C3O2)O)O)O,302.28,2.4,96.2,3,6,2
Pinaverium,40704,CC1(C2CCC(C1C2)CCOCC[N+]3(CCOCC3)CC4=CC(=C(C=C4Br)OC)OC)C,511.5,5.4,36.9,0,4,10
Bismuth subcitrate potassium,91667825,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])[O-].[K+].[K+].[K+].[K+].[K+].[Bi+3],780.65,,287.0,0,14,4
Pergolide,47811,CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC,314.5,4.2,44.3,1,2,4
Celecoxib,2662,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,381.4,3.4,86.4,1,7,3
Pimavanserin,10071196,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C,427.6,4.5,44.8,1,4,8
Deudomperidone,153420471,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,429.9,3.9,67.9,2,3,5
Amoxicillin,33613,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)N)C(=O)O)C,365.4,-2,158.0,4,7,4
Imagabalin,10236037,CCCC(C)CC(CC(=O)O)N,173.25,-0.7,63.3,2,3,6
Naldemedine,54732242,CC(C)(C1=NC(=NO1)C2=CC=CC=C2)NC(=O)C3=C(C4C56CCN(C(C5(C3)O)CC7=C6C(=C(C=C7)O)O4)CC8CC8)O,570.6,3.2,141.0,4,9,6
"3,5-Diiodotyrosine",6181,C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N,432.98,-0.5,83.6,3,4,3
Ciclesonide,6918155,CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6,540.7,5.3,99.1,1,7,6
Nelfinavir,64143,CC1=C(C=CC=C1O)C(=O)NC(CSC2=CC=CC=C2)C(CN3CC4CCCCC4CC3C(=O)NC(C)(C)C)O,567.8,5.7,127.0,4,6,10
Tianeptine,68870,CN1C2=CC=CC=C2C(C3=C(S1(=O)=O)C=C(C=C3)Cl)NCCCCCCC(=O)O,437.0,1.2,95.1,2,6,8
Garenoxacin,124093,CC1C2=C(CN1)C=C(C=C2)C3=C(C4=C(C=C3)C(=O)C(=CN4C5CC5)C(=O)O)OC(F)F,426.4,2.1,78.9,2,8,5
Oxiracetam,4626,C1C(CN(C1=O)CC(=O)N)O,158.16,-2.2,83.6,2,3,2
Methylene blue,6099,CN(C)C1=CC2=C(C=C1)N=C3C=CC(=[N+](C)C)C=C3S2.[Cl-],319.9,,43.9,0,4,1
Talinolol,68770,CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O,363.5,2.6,82.6,4,4,8
Methylnaltrexone,5361918,C[N+]1(CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O)CC6CC6,356.4,1.6,66.8,2,4,2
Lovastatin,53232,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,404.5,4.3,72.8,1,5,7
Lemborexant,56944144,CC1=NC(=NC=C1OCC2(CC2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C,410.4,3.2,77.0,1,7,6
Algestone,11687,CC(=O)C1(C(CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O)O,346.5,2.7,74.6,2,4,1
Barbexaclone,71196,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2.CC(CC1CCCCC1)NC,387.5,,87.3,3,4,5
Prenylamine,9801,CC(CC1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,329.5,6,12.0,1,1,8
Ketobemidone,10101,CCC(=O)C1(CCN(CC1)C)C2=CC(=CC=C2)O,247.33,1,40.5,1,3,3
Pipemidic acid,4831,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCNCC3)C(=O)O,303.32,-2.1,98.7,2,8,3
Articaine,32170,CCCNC(C)C(=O)NC1=C(SC=C1C)C(=O)OC,284.38,2.8,95.7,2,5,7
Canrenoic acid,656615,CC12CCC(=O)C=C1C=CC3C2CCC4(C3CCC4(CCC(=O)O)O)C,358.5,1.9,74.6,2,4,3
Ripretinib,71584930,CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,510.4,4.1,86.4,3,5,5
Azatadine,19861,CN1CCC(=C2C3=CC=CC=C3CCC4=C2N=CC=C4)CC1,290.4,3.6,16.1,0,2,0
Pholcodine,5311356,CN1CCC23C4C1CC5=C2C(=C(C=C5)OCCN6CCOCC6)OC3C(C=C4)O,398.5,0.8,54.4,1,6,4
Carmegliptin,11417567,COC1=C(C=C2C3CC(C(CN3CCC2=C1)N4CC(CC4=O)CF)N)OC,377.5,0.9,68.0,1,6,4
Psilocybin,10624,CN(C)CCC1=CNC2=C1C(=CC=C2)OP(=O)(O)O,284.25,-1.6,85.8,3,5,5
Butacaine,2480,CCCCN(CCCC)CCCOC(=O)C1=CC=C(C=C1)N,306.4,4.5,55.6,1,4,12
Ramosetron,108000,CN1C=C(C2=CC=CC=C21)C(=O)C3CCC4=C(C3)NC=N4,279.34,2.2,50.7,1,2,2
