drug1,drug2,pair_key
dexmedetomidine,ropinirole,dexmedetomidine||ropinirole
aminophenazone,andrographolide,aminophenazone||andrographolide
cinchocaine,eslicarbazepine acetate,cinchocaine||eslicarbazepine acetate
nateglinide,perphenazine,nateglinide||perphenazine
betaxolol,tamoxifen,betaxolol||tamoxifen
irbesartan,muraglitazar,irbesartan||muraglitazar
lapatinib,ribociclib,lapatinib||ribociclib
7-((carboxy(4-hydroxyphenyl)acetyl)amino)-7-methoxy-(3-((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid,adefovir dipivoxil,7-((carboxy(4-hydroxyphenyl)acetyl)amino)-7-methoxy-(3-((1-methyl-1h-tetrazol-5-yl)thio)methyl)-8-oxo-5-oxa-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid||adefovir dipivoxil
dexloxiglumide,oxycodone,dexloxiglumide||oxycodone
aluminium nicotinate,framycetin,aluminium nicotinate||framycetin
chloroprocaine,fenyramidol,chloroprocaine||fenyramidol
arotinolol,tirofiban,arotinolol||tirofiban
ramatroban,tiaprofenic acid,ramatroban||tiaprofenic acid
gantacurium,vinbarbital,gantacurium||vinbarbital
aripiprazole,daunorubicin,aripiprazole||daunorubicin
estradiol benzoate,olanzapine,estradiol benzoate||olanzapine
clomipramine,phenmetrazine,clomipramine||phenmetrazine
cabergoline,esflurbiprofen,cabergoline||esflurbiprofen
dopexamine,fentanyl,dopexamine||fentanyl
cloprednol,cortivazol,cloprednol||cortivazol
cariprazine,rotigotine,cariprazine||rotigotine
nitric oxide,ropivacaine,nitric oxide||ropivacaine
telaprevir,valspodar,telaprevir||valspodar
guacetisal,sofosbuvir,guacetisal||sofosbuvir
farnesyl thiopyrophosphate,prajmaline,farnesyl thiopyrophosphate||prajmaline
ramelteon,venlafaxine,ramelteon||venlafaxine
moxonidine,sotalol,moxonidine||sotalol
atropine,chloropyramine,atropine||chloropyramine
brexanolone,levomilnacipran,brexanolone||levomilnacipran
alectinib,alpelisib,alectinib||alpelisib
"2,4-diamino-5-(3,4,5-trimethoxy-benzyl)-pyrimidin-1-ium",posaconazole,"2,4-diamino-5-(3,4,5-trimethoxy-benzyl)-pyrimidin-1-ium||posaconazole"
fluvoxamine,maraviroc,fluvoxamine||maraviroc
digoxin,doxorubicin,digoxin||doxorubicin
cyamemazine,surinabant,cyamemazine||surinabant
edivoxetine,sarpogrelate,edivoxetine||sarpogrelate
eslicarbazepine acetate,fostamatinib,eslicarbazepine acetate||fostamatinib
bopindolol,perchlorate,bopindolol||perchlorate
desvenlafaxine,zolazepam,desvenlafaxine||zolazepam
ivabradine,sitafloxacin,ivabradine||sitafloxacin
montelukast,netoglitazone,montelukast||netoglitazone
doxorubicin,umeclidinium,doxorubicin||umeclidinium
(s)-indapamide,clomipramine,(s)-indapamide||clomipramine
hydromorphone,propiomazine,hydromorphone||propiomazine
ifenprodil,ormeloxifene,ifenprodil||ormeloxifene
losartan,padeliporfin,losartan||padeliporfin
(s)-indapamide,coumaphos,(s)-indapamide||coumaphos
diosmin,leflunomide,diosmin||leflunomide
fluorouracil,prednylidene,fluorouracil||prednylidene
pentoxifylline,valganciclovir,pentoxifylline||valganciclovir
mibefradil,vilazodone,mibefradil||vilazodone
dalfopristin,etidocaine,dalfopristin||etidocaine
melagatran,niflumic acid,melagatran||niflumic acid
acrivastine,selenium,acrivastine||selenium
mibolerone,phenprocoumon,mibolerone||phenprocoumon
hydroflumethiazide,lorcaserin,hydroflumethiazide||lorcaserin
lumiracoxib,pralsetinib,lumiracoxib||pralsetinib
fluocortolone,leflunomide,fluocortolone||leflunomide
apalutamide,deutivacaftor,apalutamide||deutivacaftor
fenofibrate,lefamulin,fenofibrate||lefamulin
bunazosin,orciprenaline,bunazosin||orciprenaline
sertraline,sunitinib,sertraline||sunitinib
dactinomycin,lapatinib,dactinomycin||lapatinib
abediterol,otilonium,abediterol||otilonium
imipramine,mebanazine,imipramine||mebanazine
etoposide,flumequine,etoposide||flumequine
efonidipine,normethadone,efonidipine||normethadone
allylestrenol,cm-4307,allylestrenol||cm-4307
minocycline,oxybuprocaine,minocycline||oxybuprocaine
axitinib,lenacapavir,axitinib||lenacapavir
dexniguldipine,hydralazine,dexniguldipine||hydralazine
(r)-etodolac,trimazosin,(r)-etodolac||trimazosin
latanoprostene bunod,suxibuzone,latanoprostene bunod||suxibuzone
methantheline,protokylol,methantheline||protokylol
bosentan,dexmethylphenidate,bosentan||dexmethylphenidate
gentamicin,tigecycline,gentamicin||tigecycline
clopidogrel,taxifolin,clopidogrel||taxifolin
cimetidine,ferric oxide,cimetidine||ferric oxide
aprepitant,osilodrostat,aprepitant||osilodrostat
grepafloxacin,linagliptin,grepafloxacin||linagliptin
cyproheptadine,sertraline,cyproheptadine||sertraline
gemcitabine,relcovaptan,gemcitabine||relcovaptan
phenobarbital,rolapitant,phenobarbital||rolapitant
lysergic acid diethylamide,revefenacin,lysergic acid diethylamide||revefenacin
pentostatin,ticagrelor,pentostatin||ticagrelor
benmoxin,silver sulfadiazine,benmoxin||silver sulfadiazine
dextromoramide,phenglutarimide,dextromoramide||phenglutarimide
metolazone,piclozotan,metolazone||piclozotan
dyclonine,sulfamethoxypyridazine,dyclonine||sulfamethoxypyridazine
phenoperidine,vigabatrin,phenoperidine||vigabatrin
calcium,lacidipine,calcium||lacidipine
aripiprazole,viomycin,aripiprazole||viomycin
delorazepam,metaxalone,delorazepam||metaxalone
carmegliptin,fludrocortisone,carmegliptin||fludrocortisone
dienestrol,glyburide,dienestrol||glyburide
fostemsavir,sultopride,fostemsavir||sultopride
ibutilide,pimozide,ibutilide||pimozide
dl-methylephedrine,pf-00610355,dl-methylephedrine||pf-00610355
capreomycin,cimetidine,capreomycin||cimetidine
desvenlafaxine,gestodene,desvenlafaxine||gestodene
deferasirox,siponimod,deferasirox||siponimod
cinchocaine,risperidone,cinchocaine||risperidone
cefoxitin,tramadol,cefoxitin||tramadol
canagliflozin,clarithromycin,canagliflozin||clarithromycin
clorazepic acid,naftidrofuryl,clorazepic acid||naftidrofuryl
palonosetron,thiabendazole,palonosetron||thiabendazole
guanfacine,guanoxabenz,guanfacine||guanoxabenz
cycloserine,tubocurarine,cycloserine||tubocurarine
amoxapine,phenobarbital,amoxapine||phenobarbital
dihydroergotamine,isradipine,dihydroergotamine||isradipine
sitagliptin,tenoxicam,sitagliptin||tenoxicam
methotrexate,penimepicycline,methotrexate||penimepicycline
digoxin,ethambutol,digoxin||ethambutol
paramethadione,tegafur,paramethadione||tegafur
benzphetamine,oxaprozin,benzphetamine||oxaprozin
azilsartan medoxomil,iprindole,azilsartan medoxomil||iprindole
dicloxacillin,lomefloxacin,dicloxacillin||lomefloxacin
ergometrine,mephedrone,ergometrine||mephedrone
dibromotyrosine,ibrutinib,dibromotyrosine||ibrutinib
prothipendyl,secobarbital,prothipendyl||secobarbital
dextrorphan,zolmitriptan,dextrorphan||zolmitriptan
dexmedetomidine,hexocyclium,dexmedetomidine||hexocyclium
epirizole,testosterone enanthate,epirizole||testosterone enanthate
amdinocillin,d-levofloxacin,amdinocillin||d-levofloxacin
felcisetrag,protriptyline,felcisetrag||protriptyline
"2,5-dimethoxy-4-ethylthioamphetamine",cyamemazine,"2,5-dimethoxy-4-ethylthioamphetamine||cyamemazine"
broxuridine,tetracaine,broxuridine||tetracaine
netupitant,velpatasvir,netupitant||velpatasvir
calcium cation,proscillaridin,calcium cation||proscillaridin
biperiden,l-deprenyl-d2 c-11,biperiden||l-deprenyl-d2 c-11
brexpiprazole,harmaline,brexpiprazole||harmaline
(r)-praziquantel,valproate bismuth,(r)-praziquantel||valproate bismuth
hydrocortisone cypionate,phenylacetic acid,hydrocortisone cypionate||phenylacetic acid
methimazole,selpercatinib,methimazole||selpercatinib
blonanserin,bupropion,blonanserin||bupropion
dihydromorphine,valpromide,dihydromorphine||valpromide
oxybuprocaine,proparacaine,oxybuprocaine||proparacaine
2-fluoroadenosine,methimazole,2-fluoroadenosine||methimazole
clorgiline,dihydromorphine,clorgiline||dihydromorphine
carbinoxamine,etifoxine,carbinoxamine||etifoxine
demegestone,diazepam,demegestone||diazepam
felodipine,phenformin,felodipine||phenformin
meprednisone,thiosalicylic acid,meprednisone||thiosalicylic acid
metoclopramide,proquazone,metoclopramide||proquazone
gemcitabine,vortioxetine,gemcitabine||vortioxetine
dextromethadone,ondansetron,dextromethadone||ondansetron
alprenolol,promethazine,alprenolol||promethazine
plazomicin,quinisocaine,plazomicin||quinisocaine
citalopram,tretamine,citalopram||tretamine
ceritinib,trimebutine,ceritinib||trimebutine
rilmenidine,vortioxetine,rilmenidine||vortioxetine
cefradine,ormeloxifene,cefradine||ormeloxifene
doxacurium,fluprednisolone,doxacurium||fluprednisolone
clonazepam,paromomycin,clonazepam||paromomycin
clomipramine,floxuridine,clomipramine||floxuridine
cetirizine,cocaine,cetirizine||cocaine
alexitol sodium,dimenhydrinate,alexitol sodium||dimenhydrinate
dexniguldipine,glecaprevir,dexniguldipine||glecaprevir
articaine,nanatinostat,articaine||nanatinostat
estazolam,salicylamide,estazolam||salicylamide
dexibuprofen,lornoxicam,dexibuprofen||lornoxicam
1-deoxymannojirimycin,neamine,1-deoxymannojirimycin||neamine
daclatasvir,nevirapine,daclatasvir||nevirapine
nifenazone,sitaxentan,nifenazone||sitaxentan
amprenavir,sevoflurane,amprenavir||sevoflurane
butobarbital,promazine,butobarbital||promazine
omapatrilat,trandolaprilat,omapatrilat||trandolaprilat
ceftazidime,ketazolam,ceftazidime||ketazolam
fenofibrate,ozanimod,fenofibrate||ozanimod
tetracaine,venlafaxine,tetracaine||venlafaxine
crizotinib,efonidipine,crizotinib||efonidipine
fluticasone propionate,teneligliptin,fluticasone propionate||teneligliptin
ethenzamide,folic acid,ethenzamide||folic acid
angiotensin 1-7,tramazoline,angiotensin 1-7||tramazoline
dalfopristin,nintedanib,dalfopristin||nintedanib
levomilnacipran,xylazine,levomilnacipran||xylazine
vortioxetine,ximelagatran,vortioxetine||ximelagatran
bepotastine,clofenamide,bepotastine||clofenamide
oxyphenonium,tropicamide,oxyphenonium||tropicamide
desipramine,prucalopride,desipramine||prucalopride
acenocoumarol,difenpiramide,acenocoumarol||difenpiramide
mefenamic acid,tenoxicam,mefenamic acid||tenoxicam
selpercatinib,zolmitriptan,selpercatinib||zolmitriptan
dyclonine,primidone,dyclonine||primidone
benidipine,clozapine,benidipine||clozapine
gedocarnil,midazolam,gedocarnil||midazolam
medrysone,nateglinide,medrysone||nateglinide
methapyrilene,protriptyline,methapyrilene||protriptyline
naftopidil,rosiglitazone,naftopidil||rosiglitazone
bifeprunox,etorphine,bifeprunox||etorphine
fosinoprilat,tenoxicam,fosinoprilat||tenoxicam
butamben,sunitinib,butamben||sunitinib
indisulam,trimebutine,indisulam||trimebutine
dihydralazine,tolmetin,dihydralazine||tolmetin
ketotifen,phentermine,ketotifen||phentermine
bencyclane,mirabegron,bencyclane||mirabegron
cefotetan,clozapine,cefotetan||clozapine
enzalutamide,rifaximin,enzalutamide||rifaximin
gadobenic acid,sulfamethoxazole,gadobenic acid||sulfamethoxazole
digoxin,imetelstat,digoxin||imetelstat
aprepitant,nitrazepam,aprepitant||nitrazepam
cidoxepin,felbinac,cidoxepin||felbinac
biperiden,moxonidine,biperiden||moxonidine
azacitidine,estradiol acetate,azacitidine||estradiol acetate
bendroflumethiazide,bietaserpine,bendroflumethiazide||bietaserpine
glutethimide,meperidine,glutethimide||meperidine
farnesyl diphosphate,lithium cation,farnesyl diphosphate||lithium cation
dyclonine,tasimelteon,dyclonine||tasimelteon
aranidipine,drospirenone,aranidipine||drospirenone
dihydroergocristine,duvelisib,dihydroergocristine||duvelisib
rimexolone,tolbutamide,rimexolone||tolbutamide
vandetanib,zimelidine,vandetanib||zimelidine
cloxacillin,hydroxyprogesterone caproate,cloxacillin||hydroxyprogesterone caproate
finerenone,nisoldipine,finerenone||nisoldipine
elexacaftor,tasimelteon,elexacaftor||tasimelteon
epofolate,vinblastine,epofolate||vinblastine
enalaprilat,labetalol,enalaprilat||labetalol
medroxyprogesterone acetate,sumatriptan,medroxyprogesterone acetate||sumatriptan
norethisterone,thiopental,norethisterone||thiopental
halothane,imidazole salicylate,halothane||imidazole salicylate
imidapril,tolazoline,imidapril||tolazoline
flunarizine,hypoxanthine,flunarizine||hypoxanthine
chloroprocaine,didox,chloroprocaine||didox
dalfampridine,desmopressin,dalfampridine||desmopressin
progesterone,quizartinib,progesterone||quizartinib
amprenavir,digoxin,amprenavir||digoxin
iproniazid,molindone,iproniazid||molindone
bumadizone,losartan,bumadizone||losartan
cidofovir,selenious acid,cidofovir||selenious acid
flunarizine,nabilone,flunarizine||nabilone
9-beta-d-xylofuranosyl-adenine,mazaticol,9-beta-d-xylofuranosyl-adenine||mazaticol
capecitabine,ditazole,capecitabine||ditazole
kebuzone,streptomycin,kebuzone||streptomycin
eprosartan,stavudine,eprosartan||stavudine
promethazine,tapentadol,promethazine||tapentadol
phenmetrazine,trimipramine,phenmetrazine||trimipramine
arsenic trioxide,kebuzone,arsenic trioxide||kebuzone
tivozanib,toremifene,tivozanib||toremifene
sulfamoxole,trimethaphan,sulfamoxole||trimethaphan
ezogabine,flumazenil,ezogabine||flumazenil
albuterol,saprisartan,albuterol||saprisartan
blonanserin,ethyl biscoumacetate,blonanserin||ethyl biscoumacetate
pirprofen,sevoflurane,pirprofen||sevoflurane
acetylsalicylic acid,zimelidine,acetylsalicylic acid||zimelidine
elafibranor,rilpivirine,elafibranor||rilpivirine
boceprevir,vorapaxar,boceprevir||vorapaxar
glecaprevir,paritaprevir,glecaprevir||paritaprevir
carbetocin,muzolimine,carbetocin||muzolimine
acefylline,tamoxifen,acefylline||tamoxifen
chlorotrianisene,oxybuprocaine,chlorotrianisene||oxybuprocaine
glipizide,sulfamethoxypyridazine,glipizide||sulfamethoxypyridazine
ospemifene,testosterone cypionate,ospemifene||testosterone cypionate
candesartan,noscapine,candesartan||noscapine
allicin,cibenzoline,allicin||cibenzoline
imipramine,penbutolol,imipramine||penbutolol
erdafitinib,felodipine,erdafitinib||felodipine
azelnidipine,bunazosin,azelnidipine||bunazosin
camazepam,primidone,camazepam||primidone
fluticasone propionate,indomethacin,fluticasone propionate||indomethacin
cannabidivarin,fluphenazine,cannabidivarin||fluphenazine
fenbufen,hydrogen iodide,fenbufen||hydrogen iodide
secobarbital,trabectedin,secobarbital||trabectedin
felbinac,naproxen,felbinac||naproxen
aluminum chlorohydrate,bleomycin,aluminum chlorohydrate||bleomycin
butanilicaine,palifosfamide,butanilicaine||palifosfamide
nepafenac,tinoridine,nepafenac||tinoridine
ethadione,pentazocine,ethadione||pentazocine
iprindole,xipamide,iprindole||xipamide
choline,timolol,choline||timolol
lonafarnib,tolazamide,lonafarnib||tolazamide
bezafibrate,linezolid,bezafibrate||linezolid
dpdpe,romifidine,dpdpe||romifidine
beraprost,iptacopan,beraprost||iptacopan
amobarbital,prifinium,amobarbital||prifinium
apalutamide,chlormadinone,apalutamide||chlormadinone
calcium glucoheptonate,risedronic acid,calcium glucoheptonate||risedronic acid
arsenic trioxide,belinostat,arsenic trioxide||belinostat
bromperidol,pirlindole,bromperidol||pirlindole
fosphenytoin,probenecid,fosphenytoin||probenecid
fabomotizole,iprazochrome,fabomotizole||iprazochrome
methylthiouracil,midostaurin,methylthiouracil||midostaurin
nilvadipine,risperidone,nilvadipine||risperidone
isoetharine,win 55212-2,isoetharine||win 55212-2
magnesium,paroxetine,magnesium||paroxetine
methsuximide,theodrenaline,methsuximide||theodrenaline
pindolol,salsalate,pindolol||salsalate
benazepril,ibudilast,benazepril||ibudilast
2-chloro-5-[(1s)-1-hydroxy-3-oxo-2h-isoindol-1-yl]benzenesulfonamide,vancomycin,2-chloro-5-[(1s)-1-hydroxy-3-oxo-2h-isoindol-1-yl]benzenesulfonamide||vancomycin
pentolinium,pipenzolate,pentolinium||pipenzolate
aminophenazone,methsuximide,aminophenazone||methsuximide
dobutamine,pf-00610355,dobutamine||pf-00610355
gw842166,quinidine,gw842166||quinidine
mephedrone,xanthine,mephedrone||xanthine
ceftazidime,zomepirac,ceftazidime||zomepirac
cisapride,lithium cation,cisapride||lithium cation
oxybenzone,tolbutamide,oxybenzone||tolbutamide
acetaminophen,diatrizoate,acetaminophen||diatrizoate
mianserin,propentofylline,mianserin||propentofylline
pheneturide,sulthiame,pheneturide||sulthiame
pomalidomide,vandetanib,pomalidomide||vandetanib
ergometrine,moclobemide,ergometrine||moclobemide
hydroxyzine,vinylbital,hydroxyzine||vinylbital
emepronium,methscopolamine,emepronium||methscopolamine
dextropropoxyphene,roflumilast,dextropropoxyphene||roflumilast
fenofibrate,piperacillin,fenofibrate||piperacillin
alcaftadine,pimavanserin,alcaftadine||pimavanserin
atovaquone,tetrodotoxin,atovaquone||tetrodotoxin
gepirone,rifampin,gepirone||rifampin
meclofenamic acid,sarafloxacin,meclofenamic acid||sarafloxacin
eravacycline,pheneticillin,eravacycline||pheneticillin
"(1r,2s)-2-phenylcyclopropanaminium",rilmenidine,"(1r,2s)-2-phenylcyclopropanaminium||rilmenidine"
droxicam,sparfloxacin,droxicam||sparfloxacin
fosfomycin,lofexidine,fosfomycin||lofexidine
remacemide,tropisetron,remacemide||tropisetron
brofaromine,venlafaxine,brofaromine||venlafaxine
lisuride,piperazine,lisuride||piperazine
pomalidomide,upadacitinib,pomalidomide||upadacitinib
cefprozil,colchicine,cefprozil||colchicine
choline,risedronic acid,choline||risedronic acid
cocaine,oxaprotiline,cocaine||oxaprotiline
adipiplon,iferanserin,adipiplon||iferanserin
pizotifen,salvinorin a,pizotifen||salvinorin a
tafenoquine,tamsulosin,tafenoquine||tamsulosin
ethanol,idalopirdine,ethanol||idalopirdine
allopurinol,cefradine,allopurinol||cefradine
cidoxepin,tolterodine,cidoxepin||tolterodine
clomifene,olanzapine,clomifene||olanzapine
prochlorperazine,tafenoquine,prochlorperazine||tafenoquine
tegaserod,zosuquidar,tegaserod||zosuquidar
glycerol phenylbutyrate,rimegepant,glycerol phenylbutyrate||rimegepant
clofazimine,dichlorvos,clofazimine||dichlorvos
ethylmorphine,pentolinium,ethylmorphine||pentolinium
encorafenib,sertindole,encorafenib||sertindole
nimesulide,picosulfuric acid,nimesulide||picosulfuric acid
bretylium,thalidomide,bretylium||thalidomide
coumarin,ethinylestradiol,coumarin||ethinylestradiol
dexamethasone acetate,dronedarone,dexamethasone acetate||dronedarone
elexacaftor,kos-1584,elexacaftor||kos-1584
alfentanil,terbutaline,alfentanil||terbutaline
propylthiouracil,tandutinib,propylthiouracil||tandutinib
nialamide,ritobegron,nialamide||ritobegron
lynestrenol,penamecillin,lynestrenol||penamecillin
fenozolone,pheniprazine,fenozolone||pheniprazine
hydrocortisone acetate,rocuronium,hydrocortisone acetate||rocuronium
dantrolene,zaleplon,dantrolene||zaleplon
palonosetron,trimipramine,palonosetron||trimipramine
flurazepam,hexobarbital,flurazepam||hexobarbital
lumacaftor,nicotine,lumacaftor||nicotine
"(1r,2s)-2-phenylcyclopropanaminium",tetrahydrocannabivarin,"(1r,2s)-2-phenylcyclopropanaminium||tetrahydrocannabivarin"
amiodarone,pirprofen,amiodarone||pirprofen
rifapentine,tamoxifen,rifapentine||tamoxifen
olodaterol,spirapril,olodaterol||spirapril
flucytosine,tolbutamide,flucytosine||tolbutamide
fostamatinib,miconazole,fostamatinib||miconazole
eszopiclone,n-acetyltyrosine,eszopiclone||n-acetyltyrosine
quetiapine,xylometazoline,quetiapine||xylometazoline
brompheniramine,reposal,brompheniramine||reposal
