DrugID,DrugName,CID,ConnectivitySMILES,MolecularWeight,XLogP,TPSA,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,Source,PubChemStatus
70,7-((Carboxy(4-Hydroxyphenyl)Acetyl)Amino)-7-Methoxy-(3-((1-Methyl-1h-Tetrazol-5-Yl)Thio)Methyl)-8-Oxo-5-Oxa-1-Azabicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,5488645.0,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O,520.5,-0.6,232.0,4.0,13.0,9.0,PubChem,Available
71,7-(2-Amino-2-Phenyl-Acetylamino)-3-Chloro-8-Oxo-1-Aza-Bicyclo[4.2.0]Oct-2-Ene-2-Carboxylic Acid,12897341.0,C1CC(=C(N2C1C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,349.77,-1.7,113.0,3.0,5.0,4.0,PubChem,Available
72,7-Deazaguanine,135408714.0,C1=CNC2=C1C(=O)NC(=N2)N,150.14,-0.8,83.3,3.0,2.0,0.0,PubChem,Available
73,7-Hydroxystaurosporine,72271.0,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(NC6=O)O)NC)OC,482.5,2.7,89.7,3.0,5.0,2.0,PubChem,Available
74,7-Nitroindazole,1893.0,C1=CC2=C(C(=C1)[N+](=O)[O-])NN=C2,163.13,1.8,74.5,1.0,3.0,0.0,PubChem,Available
75,8-azaguanine,135403646.0,C12=NNN=C1N=C(NC2=O)N,152.11,-1.5,109.0,3.0,4.0,0.0,PubChem,Available
76,8-chlorotheophylline,10661.0,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)Cl,214.61,0.9,69.3,1.0,3.0,0.0,PubChem,Available
77,9-(N-methyl-L-isoleucine)-cyclosporin A,6473876.0,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)C(C)CC)C)C,1202.6,7.5,279.0,5.0,12.0,15.0,PubChem,Available
78,9-Beta-D-Xylofuranosyl-Adenine,447916.0,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,267.24,-1.1,140.0,4.0,8.0,2.0,PubChem,Available
79,9-Deazaguanine,135461003.0,C1=CNC2=C1N=C(NC2=O)N,150.14,-0.8,83.3,3.0,2.0,0.0,PubChem,Available
80,9-Methylguanine,135403591.0,CN1C=NC2=C1N=C(NC2=O)N,165.15,-0.9,85.3,2.0,3.0,0.0,PubChem,Available
81,9-aminocamptothecin,72402.0,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5N=C4C3=C2)N)O,363.4,0.3,106.0,2.0,6.0,1.0,PubChem,Available
82,AICA ribonucleotide,65110.0,C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)N,338.21,-3.8,203.0,6.0,10.0,5.0,PubChem,Available
83,ALT-2074,130165.0,CC1(CN[Se]C2=CC=CC=C21)C,226.19,,12.0,1.0,1.0,0.0,PubChem,Available
84,AMG-222,11977989.0,CC(CC1(C2=C(CCC3=C1C=CC(=C3)C(=O)N(C)C)C=C(C=C2)C(=O)N(C)C)C4=NNN=N4)NCC(=O)N5CCCC5C#N,597.7,2.3,151.0,2.0,8.0,8.0,PubChem,Available
85,AS-8112,10993014.0,CCN1CCN(CC(C1)NC(=O)C2=CC(=C(C=C2OC)NC)Br)C,399.3,2.1,56.8,2.0,5.0,5.0,PubChem,Available
86,AZD-3043,10286834.0,CCCOC(=O)CC1=CC(=C(C=C1)OCC(=O)N(CC)CC)OCC,351.4,3.2,65.1,0.0,5.0,12.0,PubChem,Available
87,AZD-5991,131634760.0,CC1=C2C(=NN1C)CSCC3=NN(C(=C3)CSC4=CC5=CC=CC=C5C(=C4)OCCCC6=C(N(C7=C6C=CC(=C27)Cl)C)C(=O)O)C,672.3,6.8,138.0,1.0,7.0,1.0,PubChem,Available
88,Abacavir,441300.0,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO,286.33,0.9,102.0,3.0,6.0,4.0,PubChem,Available
89,Abafungin,159326.0,CC1=CC(=C(C=C1)OC2=CC=CC=C2C3=CSC(=N3)NC4=NCCCN4)C,378.5,4.3,86.8,2.0,4.0,5.0,PubChem,Available
90,Abametapir,15664.0,CC1=CN=C(C=C1)C2=NC=C(C=C2)C,184.24,2.2,25.8,0.0,2.0,1.0,PubChem,Available
91,Abediterol,11962616.0,C1=CC=C(C=C1)C(COCCCCCCNCC(C2=C3C=CC(=O)NC3=C(C=C2)O)O)(F)F,460.5,3.1,90.8,4.0,7.0,13.0,PubChem,Available
92,Abemaciclib,46220502.0,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,506.6,3.8,75.0,1.0,9.0,7.0,PubChem,Available
93,Abexinostat,11749858.0,CN(C)CC1=C(OC2=CC=CC=C21)C(=O)NCCOC3=CC=C(C=C3)C(=O)NO,397.4,2.2,104.0,3.0,6.0,8.0,PubChem,Available
94,Abiraterone,132971.0,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O,349.5,4.6,33.1,1.0,2.0,1.0,PubChem,Available
95,Abrocitinib,78323835.0,CCCS(=O)(=O)NC1CC(C1)N(C)C2=NC=NC3=C2C=CN3,323.42,1.7,99.4,2.0,6.0,6.0,PubChem,Available
96,Acalabrutinib,71226662.0,CC#CC(=O)N1CCCC1C2=NC(=C3N2C=CN=C3N)C4=CC=C(C=C4)C(=O)NC5=CC=CC=N5,465.5,3.0,119.0,2.0,6.0,4.0,PubChem,Available
97,Acamprosate,71158.0,CC(=O)NCCCS(=O)(=O)O,181.21,-1.2,91.9,2.0,4.0,4.0,PubChem,Available
98,Acarbose,9811704.0,CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC(C(CO)O)C(C(C=O)O)O)CO)O)O)NC3C=C(C(C(C3O)O)O)CO,645.6,-8.8,329.0,14.0,19.0,13.0,PubChem,Available
99,Acebutolol,1978.0,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,336.4,1.7,87.7,3.0,5.0,10.0,PubChem,Available
100,Aceclofenac,71771.0,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,354.2,4.3,75.6,2.0,5.0,7.0,PubChem,Available
101,Acefylline,69550.0,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)O,238.2,-0.8,95.7,1.0,5.0,2.0,PubChem,Available
102,Acemetacin,1981.0,CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O,415.8,4.2,94.8,1.0,6.0,7.0,PubChem,Available
103,Acenocoumarol,54676537.0,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O,353.3,2.5,109.0,1.0,6.0,4.0,PubChem,Available
104,Acepromazine,6077.0,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C,326.5,4.2,48.9,0.0,4.0,5.0,PubChem,Available
105,Aceprometazine,26035.0,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(=O)C)N(C)C,326.5,4.3,48.9,0.0,4.0,4.0,PubChem,Available
106,Acetaminophen,1983.0,CC(=O)NC1=CC=C(C=C1)O,151.16,0.5,49.3,2.0,2.0,1.0,PubChem,Available
107,Acetate,175.0,CC(=O)[O-],59.04,0.4,40.1,0.0,2.0,0.0,PubChem,Available
108,Acetazolamide,1986.0,CC(=O)NC1=NN=C(S1)S(=O)(=O)N,222.3,-0.3,152.0,2.0,7.0,2.0,PubChem,Available
109,Acetoacetic acid,96.0,CC(=O)CC(=O)O,102.09,-0.4,54.4,1.0,3.0,2.0,PubChem,Available
110,Acetohexamide,1989.0,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2,324.4,2.4,101.0,2.0,4.0,4.0,PubChem,Available
111,Acetophenazine,17676.0,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCN(CC4)CCO,411.6,2.6,72.3,1.0,6.0,7.0,PubChem,Available
112,Acetyl sulfisoxazole,6662.0,CC1=C(ON=C1C)N(C(=O)C)S(=O)(=O)C2=CC=C(C=C2)N,309.34,1.3,115.0,1.0,6.0,3.0,PubChem,Available
113,Acetylamino-Acetic Acid,10972.0,CC(=O)NCC(=O)O,117.1,-1.2,66.4,2.0,3.0,2.0,PubChem,Available
114,Acetylcholine,187.0,CC(=O)OCC[N+](C)(C)C,146.21,0.2,26.3,0.0,2.0,4.0,PubChem,Available
115,Acetylcysteine,12035.0,CC(=O)NC(CS)C(=O)O,163.2,0.4,67.4,3.0,4.0,3.0,PubChem,Available
116,Acetyldigitoxin,5284512.0,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)OC(=O)C)O,807.0,2.8,189.0,4.0,14.0,9.0,PubChem,Available
117,Acetyldigoxin,11765960.0,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CC(C7(C6(CCC7C8=CC(=O)OC8)O)C)O)C)C)C)OC(=O)C)O,823.0,1.8,209.0,5.0,15.0,9.0,PubChem,Available
118,Acetylleucine,1995.0,CC(C)CC(C(=O)O)NC(=O)C,173.21,0.5,66.4,2.0,3.0,4.0,PubChem,Available
119,Acetylsalicylic acid,2244.0,CC(=O)OC1=CC=CC=C1C(=O)O,180.16,1.2,63.6,1.0,4.0,3.0,PubChem,Available
120,Acipimox,5310993.0,CC1=CN=C(C=[N+]1[O-])C(=O)O,154.12,-1.0,75.7,1.0,4.0,1.0,PubChem,Available
121,Acitretin,5284513.0,CC1=CC(=C(C(=C1C=CC(=CC=CC(=CC(=O)O)C)C)C)C)OC,326.4,6.1,46.5,1.0,3.0,6.0,PubChem,Available
122,Aclarubicin,451415.0,CCC1(CC(C2=C(C3=C(C=C2C1C(=O)OC)C(=O)C4=C(C3=O)C(=CC=C4)O)O)OC5CC(C(C(O5)C)OC6CC(C(C(O6)C)OC7CCC(=O)C(O7)C)O)N(C)C)O,811.9,3.8,217.0,4.0,16.0,10.0,PubChem,Available
123,Aclidinium,11434515.0,C1C[N+]2(CCC1C(C2)OC(=O)C(C3=CC=CS3)(C4=CC=CS4)O)CCCOC5=CC=CC=C5,484.7,4.7,112.0,1.0,6.0,10.0,PubChem,Available
124,Acotiamide,5282338.0,CC(C)N(CCNC(=O)C1=CSC(=N1)NC(=O)C2=CC(=C(C=C2O)OC)OC)C(C)C,450.6,3.5,141.0,3.0,8.0,10.0,PubChem,Available
125,Acrivastine,5284514.0,CC1=CC=C(C=C1)C(=CCN2CCCC2)C3=CC=CC(=N3)C=CC(=O)O,348.4,1.6,53.4,1.0,4.0,6.0,PubChem,Available
126,Acteoside,5281800.0,CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)O)O)O)O)O)O,624.6,-0.5,245.0,9.0,15.0,11.0,PubChem,Available
127,Acyclovir,135398513.0,C1=NC2=C(N1COCCO)N=C(NC2=O)N,225.2,-1.9,115.0,3.0,5.0,4.0,PubChem,Available
128,Adagrasib,138611145.0,CN1CCCC1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN(C(C6)CC#N)C(=O)C(=C)F,604.1,5.0,88.8,0.0,9.0,7.0,PubChem,Available
129,Adefovir,60172.0,C1=NC(=C2C(=N1)N(C=N2)CCOCP(=O)(O)O)N,273.19,-2.0,136.0,3.0,8.0,5.0,PubChem,Available
130,Adefovir dipivoxil,60871.0,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C(N=CN=C21)N)OCOC(=O)C(C)(C)C,501.5,1.8,167.0,1.0,12.0,15.0,PubChem,Available
131,Ademetionine,34755.0,C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O,398.4,-2.8,186.0,4.0,10.0,6.0,PubChem,Available
132,Adenine,190.0,C1=NC2=NC=NC(=C2N1)N,135.13,-0.1,80.5,2.0,4.0,0.0,PubChem,Available
133,Adinazolam,37632.0,CN(C)CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,351.8,1.6,46.3,0.0,4.0,3.0,PubChem,Available
134,Adipiplon,11198924.0,CCCC1=C(N=CN2C1=NC(=N2)C)CN3C=CN=C3C4=C(C=CC=N4)F,351.4,2.3,73.8,0.0,6.0,5.0,PubChem,Available
135,Adrafinil,3033226.0,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)NO,289.4,1.6,85.6,2.0,4.0,5.0,PubChem,Available
136,Afatinib,10184653.0,CN(C)CC=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OC4CCOC4,485.9,3.6,88.6,2.0,8.0,8.0,PubChem,Available
137,Afimoxifene,449459.0,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCN(C)C)C3=CC=CC=C3,387.5,6.8,32.7,1.0,3.0,8.0,PubChem,Available
138,Agmatine,199.0,C(CCN=C(N)N)CN,130.19,-1.5,90.4,3.0,2.0,4.0,PubChem,Available
139,Agomelatine,82148.0,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,243.3,2.7,38.3,1.0,2.0,4.0,PubChem,Available
140,Ajmaline,6100671.0,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C,326.4,1.8,46.9,2.0,4.0,1.0,PubChem,Available
141,Alanosine,90657278.0,C(C(C(=O)[O-])[NH3+])N(N=O)O,149.11,-3.2,121.0,2.0,6.0,2.0,PubChem,Available
142,Alaproclate,2081.0,CC(C(=O)OC(C)(C)CC1=CC=C(C=C1)Cl)N,255.74,2.8,52.3,1.0,3.0,5.0,PubChem,Available
143,Albaconazole,208952.0,CC(C(CN1C=NC=N1)(C2=C(C=C(C=C2)F)F)O)N3C=NC4=C(C3=O)C=CC(=C4)Cl,431.8,2.5,83.6,1.0,7.0,5.0,PubChem,Available
144,Albendazole,2082.0,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,265.33,2.9,92.3,2.0,4.0,5.0,PubChem,Available
145,Albuterol,2083.0,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,239.31,0.3,72.7,4.0,4.0,5.0,PubChem,Available
146,Alcaftadine,19371515.0,CN1CCC(=C2C3=CC=CC=C3CCN4C2=NC=C4C=O)CC1,307.4,1.7,38.1,0.0,3.0,1.0,PubChem,Available
147,Alclofenac,30951.0,C=CCOC1=C(C=C(C=C1)CC(=O)O)Cl,226.65,2.5,46.5,1.0,3.0,5.0,PubChem,Available
148,Alclometasone,5311000.0,CC1CC2C3C(CC4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)Cl,408.9,2.2,94.8,3.0,5.0,2.0,PubChem,Available
149,Alcloxa,136146352.0,C1(C(=O)NC(=N1)[O-])NC(=O)N.[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],314.55,,124.0,7.0,9.0,1.0,PubChem,Available
150,Alcuronium,21158560.0,C=CC[N+]12CCC34C1CC(C(=CCO)C2)C5=CN6C7C(=CN(C53)C8=CC=CC=C48)C9CC1C7(CC[N+]1(CC9=CCO)CC=C)C1=CC=CC=C16,666.9,3.1,46.9,2.0,4.0,6.0,PubChem,Available
151,Aldosterone,5839.0,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C=O)O,360.4,1.1,91.7,2.0,5.0,3.0,PubChem,Available
152,Aldoxorubicin,9810709.0,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=NNC(=O)CCCCCN6C(=O)C=CC6=O)CO)O)N)O,750.7,1.3,268.0,7.0,15.0,12.0,PubChem,Available
153,Alectinib,49806720.0,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C,482.6,5.2,72.4,1.0,5.0,3.0,PubChem,Available
154,Alendronic acid,2088.0,C(CC(O)(P(=O)(O)O)P(=O)(O)O)CN,249.1,-6.5,161.0,6.0,8.0,5.0,PubChem,Available
155,Alexitol sodium,91663271.0,C(C(C(C(C(CO)O)O)O)O)O.C(=O)([O-])[O-].[OH-].[Na+].[Al+3],309.16,,186.0,7.0,10.0,5.0,PubChem,Available
156,Alfacalcidol,5282181.0,CC(C)CCCC(C)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C,400.6,6.8,40.5,2.0,2.0,6.0,PubChem,Available
157,Alfaxalone,104845.0,CC(=O)C1CCC2C1(CC(=O)C3C2CCC4C3(CCC(C4)O)C)C,332.5,3.2,54.4,1.0,3.0,1.0,PubChem,Available
158,Alfentanil,51263.0,CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC,416.5,2.2,81.1,0.0,6.0,9.0,PubChem,Available
159,Alfuzosin,2092.0,CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC,389.4,1.7,112.0,2.0,8.0,8.0,PubChem,Available
160,Algestone,11687.0,CC(=O)C1(C(CC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O)O,346.5,2.7,74.6,2.0,4.0,1.0,PubChem,Available
161,Algestone acetophenide,5284538.0,CC(=O)C12C(CC3C1(CCC4C3CCC5=CC(=O)CCC45C)C)OC(O2)(C)C6=CC=CC=C6,448.6,4.6,52.6,0.0,4.0,2.0,PubChem,Available
162,Alimemazine,5574.0,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C,298.4,4.7,31.8,0.0,3.0,4.0,PubChem,Available
163,Aliskiren,5493444.0,CC(C)C(CC1=CC(=C(C=C1)OC)OCCCOC)CC(C(CC(C(C)C)C(=O)NCC(C)(C)C(=O)N)O)N,551.8,3.5,146.0,4.0,7.0,19.0,PubChem,Available
164,Alitretinoin,449171.0,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,300.4,6.3,37.3,1.0,2.0,5.0,PubChem,Available
165,Allicin,65036.0,C=CCSS(=O)CC=C,162.3,1.3,61.6,0.0,3.0,5.0,PubChem,Available
166,Allobarbital,5842.0,C=CCC1(C(=O)NC(=O)NC1=O)CC=C,208.21,1.0,75.3,2.0,3.0,4.0,PubChem,Available
167,Alloin,9866696.0,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO,418.4,-0.1,168.0,7.0,9.0,3.0,PubChem,Available
168,Allopurinol,135401907.0,C1=NNC2=C1C(=O)NC=N2,136.11,-0.7,70.1,2.0,3.0,0.0,PubChem,Available
169,Allylestrenol,235905.0,CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34,300.5,5.3,20.2,1.0,1.0,2.0,PubChem,Available
170,Almasilate,131704329.0,O.[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-].[Mg+2].[Al+3].[Al+3],280.45,,185.0,1.0,9.0,0.0,PubChem,Available
171,Alminoprofen,2097.0,CC(C1=CC=C(C=C1)NCC(=C)C)C(=O)O,219.28,3.2,49.3,2.0,3.0,5.0,PubChem,Available
172,Almotriptan,123606.0,CN(C)CCC1=CNC2=C1C=C(C=C2)CS(=O)(=O)N3CCCC3,335.5,1.6,64.8,1.0,4.0,6.0,PubChem,Available
173,Alogliptin,11450633.0,CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCCC(C3)N,339.4,0.6,93.7,1.0,5.0,3.0,PubChem,Available
174,Aloglutamol,72941505.0,C(C(C(C(C(C(=O)[O-])O)O)O)O)O.C(C(CO)(CO)N)O.[OH-].[OH-].[Al+3],377.28,,230.0,11.0,13.0,7.0,PubChem,Available
175,Alosetron,2099.0,CC1=C(N=CN1)CN2CCC3=C(C2=O)C4=CC=CC=C4N3C,294.35,1.6,53.9,1.0,2.0,2.0,PubChem,Available
176,Alpelisib,56649450.0,CC1=C(SC(=N1)NC(=O)N2CCCC2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,441.5,3.2,129.0,2.0,8.0,4.0,PubChem,Available
177,Alphacetylmethadol,22308.0,CCC(C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2)OC(=O)C,353.5,4.3,29.5,0.0,3.0,9.0,PubChem,Available
178,Alphaprodine,120738.0,CCC(=O)OC1(CCN(CC1C)C)C2=CC=CC=C2,261.36,2.8,29.5,0.0,3.0,4.0,PubChem,Available
179,Alprazolam,2118.0,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,308.8,2.1,43.1,0.0,3.0,1.0,PubChem,Available
180,Alprenolol,2119.0,CC(C)NCC(COC1=CC=CC=C1CC=C)O,249.35,3.1,41.5,2.0,3.0,8.0,PubChem,Available
181,Alprostadil,5280723.0,CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O,354.5,3.2,94.8,3.0,5.0,13.0,PubChem,Available
182,Altrenogest,10041070.0,CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2(CC=C)O,310.4,2.8,37.3,1.0,2.0,2.0,PubChem,Available
183,Altretamine,2123.0,CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C,210.28,2.7,48.4,0.0,6.0,3.0,PubChem,Available
184,Aluminium,5359268.0,[Al],26.981538,,0.0,0.0,0.0,0.0,PubChem,Available
185,Aluminium acetotartrate,76968033.0,CC(=O)[O-].C(C(C(=O)[O-])O)(C(=O)[O-])O.[Al+3],234.1,,161.0,2.0,8.0,1.0,PubChem,Available
186,Aluminium clofibrate,10390009.0,CC(C)(C(=O)[O-])OC1=CC=C(C=C1)Cl.CC(C)(C(=O)[O-])OC1=CC=C(C=C1)Cl.[OH-].[Al+3],471.3,,99.7,1.0,7.0,4.0,PubChem,Available
187,Aluminium glycinate,73415751.0,C(C(=O)[O-])N.O.[OH-].[OH-].[Al+3],153.07,,69.2,4.0,6.0,0.0,PubChem,Available
188,Aluminium nicotinate,16098.0,C1=CC(=CN=C1)C(=O)[O-].C1=CC(=CN=C1)C(=O)[O-].C1=CC(=CN=C1)C(=O)[O-].[Al+3],393.3,,159.0,0.0,9.0,0.0,PubChem,Available
189,Aluminium phosphate,64655.0,[O-]P(=O)([O-])[O-].[Al+3],121.953,,86.3,0.0,4.0,0.0,PubChem,Available
190,Aluminium tristearate,12496.0,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Al+3],877.4,,120.0,0.0,6.0,45.0,PubChem,Available
191,Aluminum chloride,24012.0,[Al](Cl)(Cl)Cl,133.34,,0.0,0.0,0.0,0.0,PubChem,Available
192,Aluminum chlorohydrate,71586946.0,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],192.47,,6.0,6.0,7.0,0.0,PubChem,Available
193,Aluminum sulfate,24850.0,[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[Al+3].[Al+3],342.2,,266.0,0.0,12.0,0.0,PubChem,Available
194,Alverine,3678.0,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2,281.4,5.3,3.2,0.0,1.0,9.0,PubChem,Available
195,Alvimopan,5488548.0,CC1CN(CCC1(C)C2=CC(=CC=C2)O)CC(CC3=CC=CC=C3)C(=O)NCC(=O)O,424.5,1.7,89.9,3.0,5.0,8.0,PubChem,Available
196,Alvocidib,5287969.0,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O,401.8,3.3,90.2,3.0,6.0,2.0,PubChem,Available
197,Amantadine,2130.0,C1C2CC3CC1CC(C2)(C3)N,151.25,2.4,26.0,1.0,1.0,0.0,PubChem,Available
198,Ambenonium,2131.0,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)CC1=CC=CC=C1Cl)CC2=CC=CC=C2Cl,537.6,5.1,58.2,2.0,2.0,14.0,PubChem,Available
199,Ambrisentan,6918493.0,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,378.4,3.8,81.5,1.0,6.0,7.0,PubChem,Available
200,Ambroxol,2132.0,C1CC(CCC1NCC2=C(C(=CC(=C2)Br)Br)N)O,378.1,2.6,58.3,3.0,3.0,3.0,PubChem,Available
201,Amcinonide,443958.0,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6,502.6,3.6,99.1,1.0,8.0,4.0,PubChem,Available
202,Amdinocillin,36273.0,CC1(C(N2C(S1)C(C2=O)N=CN3CCCCCC3)C(=O)O)C,325.4,2.1,98.5,1.0,5.0,3.0,PubChem,Available
203,Amibegron,3035442.0,CCOC(=O)COC1=CC2=C(CCC(C2)NCC(C3=CC(=CC=C3)Cl)O)C=C1,403.9,3.9,67.8,2.0,5.0,9.0,PubChem,Available
204,Amidephrine,15010.0,CNCC(C1=CC(=CC=C1)NS(=O)(=O)C)O,244.31,-1.0,86.8,3.0,5.0,5.0,PubChem,Available
205,Amifampridine,5918.0,C1=CN=CC(=C1N)N,109.13,-0.5,64.9,2.0,3.0,0.0,PubChem,Available
206,Amifostine,2141.0,C(CN)CNCCSP(=O)(O)O,214.23,-4.5,121.0,4.0,6.0,7.0,PubChem,Available
207,Amikacin,37768.0,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N,585.6,-7.9,332.0,13.0,17.0,10.0,PubChem,Available
208,Amiloride,16231.0,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,229.63,-0.7,159.0,4.0,5.0,1.0,PubChem,Available
209,Amineptine,34870.0,C1CC2=CC=CC=C2C(C3=CC=CC=C31)NCCCCCCC(=O)O,337.5,2.1,49.3,2.0,3.0,8.0,PubChem,Available
210,Aminoglutethimide,2145.0,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,232.28,1.2,72.2,2.0,3.0,2.0,PubChem,Available
211,Aminohippuric acid,2148.0,C1=CC(=CC=C1C(=O)NCC(=O)O)N,194.19,-0.9,92.4,3.0,4.0,3.0,PubChem,Available
212,Aminolevulinic acid,137.0,C(CC(=O)O)C(=O)CN,131.13,-3.8,80.4,2.0,4.0,4.0,PubChem,Available
213,Aminomethylbenzoic acid,65526.0,C1=CC(=CC=C1CN)C(=O)O,151.16,-1.6,63.3,2.0,3.0,2.0,PubChem,Available
214,Aminophenazone,6009.0,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,231.29,1.0,26.8,0.0,3.0,2.0,PubChem,Available
